lenderNames,productNames,loanAmtLenderMax2,minLenderCreditScore2,state,veteran,foreclosure,capacity
Lender 44,Auto,290000,670,Pennsylvania,Yes,No,43
Lender 311,Home Equity,290000,600,Oklahoma,No,No,34
Lender 127,Auto,310000,640,Kansas,Yes,Yes,37
Lender 240,Purchase,270000,750,Kansas,Yes,No,37
Lender 319,Purchase,340000,750,Indiana,Yes,Yes,19
Lender 57,ReFi,320000,630,Maine,Yes,No,41
Lender 350,ReFi,280000,670,Illinois,Yes,No,4
Lender 103,Auto,330000,710,Virginia,Yes,No,9
Lender 374,Purchase,310000,710,North Dakota,Yes,Yes,29
Lender 207,ReFi,340000,610,Wyoming,No,No,14
Lender 227,Purchase,330000,630,Kentucky,Yes,Yes,43
Lender 301,Purchase,290000,630,Nebraska,Yes,No,9
Lender 111,ReFi,280000,600,New Jersey,Yes,No,9
Lender 199,Auto,270000,570,New Jersey,Yes,No,7
Lender 143,ReFi,310000,700,Montana,Yes,No,26
Lender 130,Purchase,360000,640,Minnesota,Yes,No,28
Lender 215,ReFi,300000,740,California,Yes,Yes,11
Lender 247,Purchase,310000,660,Colorado,Yes,No,11
Lender 102,Home Equity,320000,710,Vermont,Yes,No,33
Lender 168,ReFi,240000,640,New Hampshire,No,No,32
Lender 154,Purchase,330000,580,Kansas,Yes,No,48
Lender 42,Auto,290000,630,New Jersey,Yes,Yes,36
Lender 332,Home Equity,310000,680,New Hampshire,Yes,Yes,25
Lender 388,Purchase,300000,700,New York,No,No,13
Lender 358,Auto,280000,690,Delaware,No,No,42
Lender 65,Purchase,290000,670,California,Yes,No,40
Lender 109,ReFi,330000,690,North Dakota,No,No,11
Lender 336,Auto,320000,660,Rhode Island,Yes,No,32
Lender 215,Home Equity,380000,600,Florida,No,Yes,32
Lender 46,Purchase,260000,550,Wisconsin,No,Yes,16
Lender 147,Auto,330000,610,Alaska,No,No,29
Lender 351,Auto,320000,640,Oklahoma,No,Yes,14
Lender 34,Purchase,320000,690,South Dakota,Yes,No,12
Lender 272,ReFi,320000,710,California,Yes,No,40
Lender 203,Auto,270000,570,Oregon,Yes,No,50
Lender 122,ReFi,300000,650,Colorado,No,No,24
Lender 120,Home Equity,340000,790,Virginia,Yes,No,43
Lender 371,Home Equity,360000,680,Nebraska,Yes,No,8
Lender 363,Purchase,340000,720,Arizona,No,No,24
Lender 381,Home Equity,300000,720,Rhode Island,No,Yes,7
Lender 48,Auto,340000,700,Alaska,No,No,3
Lender 182,Purchase,340000,660,Kentucky,No,No,8
Lender 113,Home Equity,280000,650,Utah,Yes,Yes,24
Lender 132,Auto,360000,720,Wyoming,No,Yes,4
Lender 250,Purchase,330000,610,Indiana,Yes,No,13
Lender 248,ReFi,330000,610,Rhode Island,Yes,No,14
Lender 328,ReFi,260000,670,Wisconsin,No,Yes,25
Lender 142,Home Equity,260000,700,Virginia,Yes,Yes,18
Lender 293,Auto,320000,620,Missouri,Yes,No,9
Lender 376,Purchase,280000,660,Illinois,Yes,No,10
Lender 261,Home Equity,270000,660,Maine,Yes,No,46
Lender 259,Home Equity,290000,690,Alaska,No,Yes,34
Lender 262,Purchase,270000,670,Massachusetts,No,No,35
Lender 398,Purchase,270000,650,Indiana,Yes,No,34
Lender 280,Purchase,330000,600,South Carolina,No,Yes,8
Lender 375,Purchase,350000,670,South Carolina,No,Yes,26
Lender 145,Home Equity,280000,650,Alabama,No,No,31
Lender 69,Auto,320000,710,Oklahoma,No,No,20
Lender 300,Home Equity,340000,710,Arkansas,No,Yes,39
Lender 46,Home Equity,250000,670,Arizona,Yes,No,32
Lender 225,Home Equity,350000,530,South Dakota,No,No,11
Lender 143,ReFi,290000,620,Oregon,Yes,No,4
Lender 93,Auto,290000,700,Florida,No,No,43
Lender 70,Home Equity,290000,650,West Virginia,Yes,No,7
Lender 276,Purchase,310000,650,Utah,Yes,Yes,33
Lender 63,Purchase,290000,730,New Mexico,No,Yes,50
Lender 14,Purchase,330000,700,New York,Yes,No,40
Lender 105,ReFi,220000,630,Florida,Yes,No,40
Lender 305,Home Equity,270000,660,Vermont,Yes,No,32
Lender 101,Purchase,330000,650,Oregon,No,Yes,31
Lender 381,Purchase,280000,650,Vermont,Yes,No,17
Lender 76,Purchase,360000,720,Maryland,Yes,No,38
Lender 24,ReFi,270000,720,Arizona,Yes,No,13
Lender 37,Purchase,330000,760,Ohio,No,Yes,13
Lender 181,Auto,270000,710,South Dakota,No,No,17
Lender 258,Purchase,360000,680,Michigan,Yes,No,8
Lender 387,ReFi,320000,710,Georgia,Yes,No,35
Lender 88,Purchase,320000,680,Massachusetts,Yes,Yes,48
Lender 126,Purchase,300000,620,Connecticut,Yes,Yes,1
Lender 276,ReFi,250000,630,Montana,Yes,No,6
Lender 231,Auto,270000,640,Kentucky,Yes,Yes,35
Lender 119,Purchase,260000,650,Oregon,No,No,36
Lender 168,ReFi,290000,710,Indiana,Yes,Yes,46
Lender 359,Purchase,300000,750,Washington,Yes,Yes,43
Lender 395,Auto,260000,700,Oklahoma,Yes,No,29
Lender 205,Purchase,350000,680,South Carolina,No,Yes,32
Lender 277,Purchase,270000,700,West Virginia,Yes,Yes,19
Lender 342,Home Equity,200000,710,Texas,No,No,0
Lender 214,ReFi,320000,660,Ohio,No,Yes,30
Lender 78,Auto,340000,840,Massachusetts,No,No,31
Lender 158,Purchase,270000,560,North Dakota,No,Yes,23
Lender 81,Purchase,310000,520,New Mexico,No,No,30
Lender 162,Purchase,300000,710,Maryland,No,Yes,10
Lender 101,Auto,360000,620,North Carolina,No,No,0
Lender 351,Auto,350000,700,Mississippi,No,No,2
Lender 317,Purchase,330000,690,Florida,No,No,10
Lender 52,Auto,300000,590,Louisiana,Yes,No,19
Lender 387,ReFi,310000,690,Illinois,Yes,No,26
Lender 43,Purchase,240000,690,New York,No,Yes,37
Lender 218,Purchase,290000,750,Pennsylvania,No,Yes,2
Lender 368,ReFi,280000,630,Alabama,Yes,No,12
Lender 107,Auto,380000,740,Massachusetts,Yes,No,18
Lender 241,Home Equity,260000,650,Louisiana,Yes,No,1
Lender 362,Home Equity,230000,690,Vermont,Yes,No,46
Lender 121,Purchase,340000,670,Arkansas,Yes,Yes,7
Lender 26,Auto,260000,700,West Virginia,No,No,31
Lender 14,Auto,260000,680,Iowa,No,Yes,29
Lender 326,Auto,360000,610,Nebraska,No,Yes,26
Lender 137,ReFi,320000,640,Arkansas,No,Yes,26
Lender 162,Auto,260000,660,Hawaii,Yes,No,6
Lender 333,ReFi,330000,650,New Mexico,Yes,No,37
Lender 353,Auto,330000,720,Missouri,No,No,18
Lender 210,Purchase,300000,660,Ohio,No,No,17
Lender 353,Purchase,350000,600,Pennsylvania,Yes,Yes,46
Lender 137,Home Equity,280000,670,Oklahoma,No,Yes,10
Lender 189,Purchase,270000,680,Alabama,No,Yes,42
Lender 212,Purchase,280000,670,Nevada,Yes,Yes,37
Lender 223,Auto,260000,730,Rhode Island,No,No,28
Lender 358,Auto,260000,700,Louisiana,No,Yes,15
Lender 230,Purchase,330000,630,Alabama,Yes,No,18
Lender 100,Auto,300000,620,New Mexico,Yes,No,15
Lender 140,Home Equity,290000,630,South Dakota,No,No,0
Lender 16,Auto,270000,730,Virginia,No,No,47
Lender 195,Home Equity,210000,700,Utah,No,Yes,27
Lender 118,Home Equity,330000,700,New Mexico,Yes,Yes,27
Lender 36,Auto,350000,600,Utah,Yes,Yes,18
Lender 345,ReFi,340000,700,Pennsylvania,No,No,32
Lender 235,Purchase,310000,640,Arkansas,No,Yes,8
Lender 368,ReFi,310000,640,Wyoming,Yes,No,26
Lender 304,ReFi,360000,630,Rhode Island,No,No,15
Lender 368,Home Equity,260000,610,Minnesota,Yes,No,40
Lender 151,Purchase,320000,600,Alabama,No,Yes,44
Lender 209,Purchase,310000,670,California,No,Yes,35
Lender 4,Purchase,350000,580,Michigan,No,No,35
Lender 74,Purchase,270000,670,North Dakota,Yes,Yes,24
Lender 279,Purchase,320000,640,North Carolina,Yes,Yes,47
Lender 86,Auto,290000,680,New York,Yes,No,2
Lender 1,ReFi,290000,670,Mississippi,No,No,21
Lender 114,Auto,270000,700,Oklahoma,No,Yes,22
Lender 28,Auto,300000,770,Vermont,Yes,Yes,23
Lender 228,Auto,280000,670,Pennsylvania,No,No,38
Lender 47,Home Equity,300000,610,Mississippi,No,No,4
Lender 160,Home Equity,270000,680,Maryland,No,No,23
Lender 367,ReFi,270000,620,Oregon,Yes,No,21
Lender 82,Home Equity,310000,750,Missouri,Yes,Yes,21
Lender 89,Home Equity,310000,630,Maryland,Yes,No,30
Lender 161,Auto,290000,640,Connecticut,Yes,Yes,29
Lender 115,Home Equity,330000,670,Connecticut,Yes,Yes,7
Lender 295,Auto,280000,660,West Virginia,Yes,Yes,16
Lender 366,Auto,390000,650,New Hampshire,Yes,No,17
Lender 379,ReFi,340000,670,Missouri,No,No,17
Lender 171,ReFi,340000,650,North Carolina,Yes,Yes,19
Lender 198,Purchase,220000,660,Louisiana,No,No,32
Lender 352,Home Equity,330000,710,Michigan,No,Yes,12
Lender 46,ReFi,350000,740,North Dakota,No,No,46
Lender 115,ReFi,350000,630,Utah,Yes,Yes,3
Lender 232,Home Equity,290000,720,Colorado,No,No,29
Lender 1,Home Equity,340000,660,Texas,Yes,No,37
Lender 101,Auto,320000,620,Pennsylvania,Yes,No,9
Lender 16,Auto,260000,880,South Carolina,Yes,Yes,50
Lender 13,Home Equity,300000,590,Massachusetts,Yes,Yes,45
Lender 366,Home Equity,270000,690,Louisiana,No,No,38
Lender 129,Purchase,360000,720,Washington,Yes,No,11
Lender 184,Purchase,270000,570,South Dakota,Yes,No,18
Lender 89,Auto,290000,600,Colorado,No,No,12
Lender 200,ReFi,260000,600,Massachusetts,Yes,Yes,35
Lender 246,Purchase,270000,730,Idaho,No,Yes,19
Lender 336,ReFi,260000,620,Colorado,No,No,17
Lender 293,Auto,300000,660,Arkansas,Yes,Yes,28
Lender 3,ReFi,370000,660,Louisiana,No,Yes,37
Lender 336,Auto,300000,660,Maine,No,Yes,40
Lender 36,Purchase,280000,600,Minnesota,Yes,Yes,31
Lender 276,Auto,310000,670,Georgia,No,Yes,22
Lender 92,Auto,270000,710,Michigan,No,No,39
Lender 82,Home Equity,240000,720,Colorado,Yes,Yes,34
Lender 113,ReFi,270000,660,Wyoming,No,No,48
Lender 318,ReFi,240000,740,Georgia,Yes,Yes,49
Lender 236,ReFi,300000,630,Maryland,No,Yes,10
Lender 337,ReFi,350000,710,North Carolina,Yes,Yes,49
Lender 125,Purchase,300000,590,Maryland,Yes,No,3
Lender 322,Auto,330000,650,Utah,No,No,24
Lender 145,Purchase,340000,610,Montana,Yes,No,37
Lender 115,Purchase,220000,650,Pennsylvania,No,No,25
Lender 200,ReFi,260000,660,Oklahoma,No,Yes,10
Lender 291,Purchase,260000,720,Utah,Yes,No,45
Lender 377,Purchase,380000,700,North Carolina,Yes,No,35
Lender 59,ReFi,260000,700,Indiana,Yes,Yes,14
Lender 287,ReFi,300000,690,Louisiana,No,No,13
Lender 335,Purchase,290000,740,Montana,No,Yes,11
Lender 304,Purchase,250000,730,Minnesota,No,Yes,40
Lender 211,Home Equity,300000,650,Nevada,No,Yes,30
Lender 177,Auto,300000,630,Wyoming,Yes,No,43
Lender 293,Purchase,300000,670,Illinois,No,Yes,43
Lender 205,Auto,310000,670,South Carolina,No,No,15
Lender 345,Purchase,270000,710,Indiana,No,No,28
Lender 254,Auto,240000,660,Illinois,Yes,Yes,28
Lender 227,Auto,330000,680,Ohio,No,Yes,0
Lender 265,Purchase,310000,620,Arizona,No,Yes,24
Lender 332,ReFi,330000,630,Pennsylvania,Yes,Yes,33
Lender 321,ReFi,320000,730,Wisconsin,Yes,No,12
Lender 15,Purchase,320000,690,Vermont,Yes,No,36
Lender 113,ReFi,320000,710,New Hampshire,No,Yes,50
Lender 106,Auto,310000,610,Idaho,Yes,No,22
Lender 214,ReFi,310000,580,Arkansas,Yes,No,15
Lender 266,Purchase,340000,790,Oklahoma,Yes,Yes,25
Lender 331,ReFi,380000,670,Nebraska,Yes,Yes,47
Lender 55,Auto,270000,680,Delaware,Yes,Yes,30
Lender 334,ReFi,370000,630,South Dakota,Yes,Yes,35
Lender 365,Purchase,310000,730,North Carolina,No,No,28
Lender 202,Purchase,300000,640,Maine,No,Yes,33
Lender 132,Auto,370000,690,Missouri,Yes,Yes,36
Lender 195,Home Equity,290000,650,Arizona,No,No,22
Lender 1,Home Equity,310000,670,Louisiana,No,Yes,32
Lender 375,ReFi,370000,660,Kansas,Yes,Yes,14
Lender 105,ReFi,340000,630,Minnesota,Yes,Yes,10
Lender 242,ReFi,280000,670,Missouri,No,Yes,22
Lender 352,ReFi,310000,670,Nebraska,No,Yes,33
Lender 272,Auto,330000,710,Utah,No,Yes,33
Lender 247,Home Equity,350000,670,Arkansas,Yes,No,36
Lender 69,Auto,340000,700,Florida,No,Yes,44
Lender 210,Home Equity,330000,710,Vermont,No,Yes,17
Lender 245,Purchase,310000,730,North Carolina,Yes,No,20
Lender 202,Purchase,300000,680,Michigan,Yes,Yes,28
Lender 378,Purchase,280000,690,Colorado,Yes,Yes,7
Lender 87,Home Equity,280000,570,New Hampshire,No,Yes,30
Lender 378,ReFi,290000,700,Nevada,Yes,Yes,19
Lender 22,Auto,320000,670,New Jersey,No,Yes,30
Lender 287,Purchase,290000,730,Mississippi,Yes,No,32
Lender 113,Home Equity,250000,690,Kansas,Yes,No,40
Lender 83,Auto,250000,650,South Dakota,Yes,Yes,30
Lender 206,Auto,290000,650,Iowa,No,No,29
Lender 36,Auto,270000,750,Nebraska,Yes,No,50
Lender 17,ReFi,370000,660,Oklahoma,No,Yes,32
Lender 88,Auto,310000,690,Delaware,Yes,Yes,9
Lender 280,ReFi,320000,680,North Carolina,No,Yes,50
Lender 288,Home Equity,340000,670,New Mexico,No,No,16
Lender 270,ReFi,300000,670,Massachusetts,No,Yes,49
Lender 183,Auto,310000,670,New Hampshire,Yes,Yes,25
Lender 136,ReFi,330000,640,Minnesota,Yes,No,49
Lender 200,Home Equity,360000,680,Montana,No,No,35
Lender 85,ReFi,350000,780,Arkansas,Yes,No,11
Lender 167,Auto,270000,700,California,Yes,No,31
Lender 125,Purchase,290000,600,Nevada,No,Yes,27
Lender 133,Purchase,330000,720,Nebraska,No,Yes,46
Lender 345,Auto,260000,610,South Dakota,No,Yes,28
Lender 140,Purchase,340000,770,South Carolina,Yes,Yes,23
Lender 371,Purchase,300000,640,Louisiana,Yes,Yes,49
Lender 393,Auto,280000,700,Arkansas,Yes,No,24
Lender 338,ReFi,350000,600,California,Yes,Yes,13
Lender 169,ReFi,230000,720,Michigan,Yes,Yes,27
Lender 66,ReFi,310000,740,Vermont,No,No,50
Lender 312,ReFi,300000,640,New Hampshire,Yes,Yes,36
Lender 165,Home Equity,330000,690,Maryland,No,Yes,35
Lender 78,Purchase,330000,650,Mississippi,No,No,16
Lender 1,Home Equity,330000,590,Maryland,Yes,Yes,13
Lender 320,Purchase,240000,710,California,No,Yes,34
Lender 388,Purchase,280000,680,Pennsylvania,No,No,13
Lender 259,Home Equity,370000,610,New York,No,No,31
Lender 341,Purchase,290000,660,New Jersey,No,Yes,29
Lender 150,Home Equity,260000,610,Virginia,Yes,Yes,33
Lender 28,Purchase,220000,610,Georgia,No,No,45
Lender 359,Home Equity,270000,650,Arkansas,No,Yes,15
Lender 121,Home Equity,320000,640,Iowa,Yes,No,16
Lender 315,Purchase,280000,560,Vermont,No,Yes,21
Lender 271,Auto,300000,660,Illinois,Yes,Yes,7
Lender 261,Auto,310000,700,Utah,No,Yes,45
Lender 18,Auto,310000,720,Florida,No,Yes,24
Lender 105,Purchase,200000,640,Montana,No,Yes,38
Lender 110,Auto,270000,740,Iowa,Yes,No,33
Lender 227,ReFi,290000,660,North Dakota,No,No,40
Lender 319,ReFi,290000,670,Florida,Yes,Yes,36
Lender 92,ReFi,260000,630,Maine,No,No,40
Lender 70,Auto,360000,640,West Virginia,Yes,Yes,37
Lender 295,ReFi,370000,700,Massachusetts,Yes,No,49
Lender 235,Auto,280000,700,Georgia,No,Yes,6
Lender 341,Purchase,290000,600,New Mexico,Yes,Yes,40
Lender 290,ReFi,320000,700,Connecticut,No,Yes,11
Lender 99,ReFi,260000,630,Tennessee,Yes,No,27
Lender 53,ReFi,290000,640,Idaho,Yes,No,41
Lender 348,Purchase,350000,710,California,Yes,No,7
Lender 312,Home Equity,340000,730,New Jersey,Yes,Yes,26
Lender 227,ReFi,310000,690,Michigan,No,Yes,35
Lender 81,Auto,320000,750,South Carolina,No,No,50
Lender 13,Purchase,220000,740,Rhode Island,Yes,No,9
Lender 204,Purchase,290000,650,New Jersey,No,Yes,1
Lender 180,Home Equity,260000,680,Iowa,No,Yes,25
Lender 26,Purchase,300000,730,Delaware,Yes,Yes,27
Lender 229,Purchase,310000,700,Colorado,Yes,No,3
Lender 145,ReFi,310000,710,Arkansas,No,Yes,31
Lender 63,Auto,330000,630,Alabama,No,Yes,47
Lender 325,Auto,270000,720,Oklahoma,Yes,No,37
Lender 176,ReFi,270000,610,Pennsylvania,No,Yes,11
Lender 196,Purchase,350000,660,North Dakota,Yes,Yes,44
Lender 282,Home Equity,310000,620,Wisconsin,No,No,2
Lender 107,Home Equity,310000,640,Wisconsin,Yes,Yes,20
Lender 288,Home Equity,350000,770,Illinois,Yes,Yes,27
Lender 154,Auto,360000,670,Colorado,No,No,34
Lender 34,Purchase,350000,570,Kentucky,Yes,Yes,12
Lender 254,Purchase,340000,660,New Mexico,No,No,17
Lender 303,Auto,280000,640,Washington,No,No,49
Lender 117,Purchase,330000,600,Colorado,No,No,33
Lender 364,ReFi,260000,750,Indiana,No,No,11
Lender 78,Home Equity,350000,610,Minnesota,No,Yes,3
Lender 2,Home Equity,310000,670,Alabama,Yes,No,11
Lender 20,Home Equity,350000,760,New Hampshire,Yes,No,31
Lender 353,Purchase,300000,620,Wyoming,Yes,Yes,7
Lender 9,ReFi,330000,710,Illinois,Yes,Yes,10
Lender 276,Purchase,230000,660,Ohio,No,No,35
Lender 298,ReFi,330000,730,Wyoming,No,No,20
Lender 376,ReFi,270000,630,Rhode Island,No,No,18
Lender 246,ReFi,280000,700,South Dakota,No,No,10
Lender 265,Purchase,260000,740,Connecticut,Yes,No,30
Lender 308,Auto,320000,700,Nevada,No,Yes,8
Lender 183,Home Equity,230000,670,Nevada,No,No,39
Lender 240,Home Equity,300000,580,Washington,Yes,Yes,13
Lender 234,Home Equity,340000,650,Maryland,Yes,No,17
Lender 248,Purchase,340000,710,Maine,No,No,9
Lender 351,Home Equity,280000,720,Georgia,Yes,No,7
Lender 179,Home Equity,310000,650,Mississippi,Yes,Yes,31
Lender 11,Auto,290000,640,North Dakota,No,Yes,17
Lender 20,ReFi,300000,680,Alaska,Yes,Yes,0
Lender 213,Purchase,320000,670,Illinois,Yes,No,39
Lender 239,Auto,260000,670,North Carolina,No,Yes,22
Lender 306,Home Equity,300000,740,West Virginia,Yes,Yes,37
Lender 304,Purchase,300000,680,California,No,Yes,13
Lender 265,Purchase,340000,680,New Mexico,No,Yes,20
Lender 217,Purchase,310000,690,Arizona,No,No,19
Lender 12,Home Equity,260000,780,New Jersey,No,No,6
Lender 40,ReFi,270000,680,Washington,No,No,33
Lender 213,Home Equity,280000,670,Virginia,Yes,Yes,45
Lender 376,Auto,340000,710,Kentucky,No,Yes,45
Lender 107,Home Equity,300000,770,Wyoming,Yes,Yes,1
Lender 149,ReFi,330000,660,West Virginia,Yes,Yes,27
Lender 119,Purchase,230000,770,Hawaii,No,Yes,12
Lender 184,ReFi,250000,670,Nevada,No,Yes,36
Lender 359,Auto,320000,710,Arkansas,No,Yes,30
Lender 313,Auto,310000,650,South Dakota,Yes,Yes,10
Lender 368,ReFi,240000,590,Kentucky,Yes,No,36
Lender 339,Purchase,300000,670,Alaska,Yes,Yes,22
Lender 109,Auto,330000,700,New Hampshire,No,No,7
Lender 194,ReFi,340000,740,Washington,No,No,33
Lender 284,Auto,340000,640,Kansas,No,Yes,7
Lender 8,Home Equity,290000,700,Vermont,Yes,Yes,41
Lender 30,Home Equity,350000,580,West Virginia,Yes,No,16
Lender 299,Purchase,330000,730,California,Yes,Yes,42
Lender 339,Auto,280000,680,Arkansas,No,No,33
Lender 263,Auto,260000,720,Illinois,Yes,No,14
Lender 276,ReFi,280000,700,Kentucky,Yes,No,19
Lender 370,Home Equity,300000,620,Hawaii,No,Yes,24
Lender 126,Auto,290000,670,Delaware,No,No,0
Lender 198,Auto,300000,700,Washington,No,Yes,12
Lender 255,Purchase,360000,750,Nebraska,No,No,8
Lender 8,Home Equity,310000,760,Alabama,No,No,20
Lender 303,ReFi,310000,540,New Jersey,Yes,Yes,16
Lender 255,Purchase,310000,720,New Mexico,No,Yes,23
Lender 306,Home Equity,280000,670,Louisiana,No,No,23
Lender 202,ReFi,300000,600,Hawaii,No,Yes,11
Lender 81,Purchase,370000,640,Oregon,No,Yes,31
Lender 185,Home Equity,260000,610,Tennessee,No,No,28
Lender 164,Auto,260000,680,New York,No,Yes,38
Lender 221,ReFi,310000,700,Utah,No,Yes,10
Lender 312,Auto,330000,550,Maryland,No,Yes,46
Lender 179,Auto,290000,700,Connecticut,No,No,37
Lender 17,Purchase,340000,710,Alabama,Yes,Yes,27
Lender 133,Home Equity,310000,620,Missouri,Yes,No,1
Lender 287,Home Equity,270000,690,Kansas,Yes,Yes,4
Lender 152,ReFi,240000,600,Alabama,Yes,Yes,31
Lender 342,Purchase,270000,730,South Carolina,Yes,Yes,22
Lender 156,Auto,290000,710,Arkansas,No,Yes,2
Lender 57,ReFi,260000,650,Ohio,Yes,Yes,41
Lender 373,Purchase,310000,630,Texas,Yes,Yes,25
Lender 15,Auto,260000,720,New York,No,Yes,40
Lender 339,Home Equity,270000,730,Utah,Yes,Yes,38
Lender 10,Auto,300000,640,New Jersey,No,No,26
Lender 37,Home Equity,260000,640,Nebraska,Yes,Yes,7
Lender 203,ReFi,330000,710,Alaska,Yes,No,20
Lender 171,Home Equity,340000,670,New Mexico,Yes,No,36
Lender 98,Purchase,370000,700,West Virginia,Yes,Yes,23
Lender 146,Home Equity,260000,670,Idaho,Yes,Yes,46
Lender 47,Auto,280000,610,Colorado,No,Yes,28
Lender 372,Home Equity,370000,700,Wisconsin,No,Yes,19
Lender 44,Home Equity,250000,720,South Carolina,No,Yes,25
Lender 285,ReFi,330000,670,New Hampshire,No,Yes,35
Lender 334,Purchase,280000,770,New Hampshire,Yes,Yes,35
Lender 361,ReFi,290000,650,Idaho,Yes,Yes,50
Lender 130,ReFi,390000,750,North Carolina,Yes,Yes,14
Lender 67,ReFi,260000,700,Kansas,No,Yes,33
Lender 168,Auto,270000,610,Washington,Yes,Yes,49
Lender 158,Home Equity,350000,730,Arizona,No,Yes,47
Lender 16,ReFi,310000,670,Florida,Yes,No,4
Lender 77,ReFi,300000,740,Ohio,No,No,24
Lender 304,Auto,280000,560,Rhode Island,Yes,Yes,22
Lender 181,Auto,290000,660,Delaware,Yes,Yes,34
Lender 345,Auto,290000,610,Idaho,No,No,18
Lender 136,Home Equity,270000,620,Louisiana,Yes,No,36
Lender 245,Home Equity,400000,680,Wisconsin,Yes,No,14
Lender 296,Home Equity,240000,640,Maryland,No,No,27
Lender 22,ReFi,290000,720,Georgia,No,No,15
Lender 246,Auto,340000,700,New Mexico,Yes,No,10
Lender 200,Auto,310000,660,California,Yes,No,20
Lender 285,Auto,280000,570,Alaska,No,No,20
Lender 135,Purchase,300000,680,Rhode Island,No,Yes,45
Lender 83,ReFi,280000,700,California,No,Yes,43
Lender 326,ReFi,230000,740,Vermont,No,No,4
Lender 240,Purchase,310000,680,Arkansas,Yes,Yes,18
Lender 298,Home Equity,300000,730,Alaska,Yes,Yes,17
Lender 255,ReFi,280000,700,Virginia,Yes,No,46
Lender 276,ReFi,350000,710,Alabama,Yes,No,21
Lender 218,ReFi,280000,680,Mississippi,Yes,No,2
Lender 366,Home Equity,270000,710,Wyoming,No,Yes,44
Lender 141,Auto,310000,750,Connecticut,No,Yes,48
Lender 228,Auto,320000,600,Florida,Yes,Yes,17
Lender 277,Auto,310000,640,Nevada,Yes,Yes,37
Lender 235,ReFi,290000,580,Kansas,Yes,Yes,43
Lender 390,Home Equity,280000,620,Minnesota,No,Yes,33
Lender 285,Home Equity,340000,770,Nebraska,No,Yes,46
Lender 126,Home Equity,290000,580,Washington,No,No,48
Lender 115,Auto,280000,700,Oklahoma,Yes,No,9
Lender 287,Home Equity,280000,730,Minnesota,Yes,Yes,23
Lender 334,Home Equity,320000,650,Wyoming,Yes,No,47
Lender 337,Home Equity,370000,620,Alabama,Yes,No,9
Lender 188,Purchase,350000,660,Wyoming,Yes,Yes,19
Lender 16,Home Equity,330000,680,New Hampshire,No,Yes,31
Lender 224,Home Equity,300000,700,Alaska,No,No,14
Lender 51,ReFi,320000,660,New York,No,No,0
Lender 138,ReFi,300000,690,Pennsylvania,Yes,No,30
Lender 386,ReFi,290000,620,Arizona,No,No,3
Lender 283,Purchase,360000,610,Missouri,Yes,Yes,15
Lender 373,Purchase,280000,660,Utah,No,Yes,47
Lender 368,Home Equity,350000,610,Kansas,No,No,19
Lender 151,Purchase,340000,700,Arizona,No,Yes,13
Lender 246,Home Equity,300000,660,Indiana,Yes,Yes,17
Lender 16,ReFi,250000,660,Nebraska,No,Yes,10
Lender 321,Home Equity,350000,760,Arizona,No,Yes,42
Lender 93,Purchase,390000,670,Vermont,Yes,Yes,48
Lender 79,Auto,320000,610,Vermont,No,No,33
Lender 202,Home Equity,300000,680,Wyoming,No,No,15
Lender 343,ReFi,240000,680,Ohio,Yes,No,32
Lender 12,ReFi,260000,650,Oregon,Yes,Yes,5
Lender 278,Home Equity,280000,660,Massachusetts,Yes,No,27
Lender 332,ReFi,280000,650,Illinois,Yes,Yes,3
Lender 78,Auto,320000,620,South Dakota,No,No,11
Lender 270,ReFi,330000,680,Colorado,No,No,33
Lender 48,ReFi,250000,670,Oklahoma,Yes,Yes,46
Lender 188,Home Equity,280000,590,Delaware,Yes,Yes,3
Lender 300,Home Equity,250000,560,South Dakota,Yes,No,22
Lender 76,Home Equity,330000,690,Minnesota,Yes,Yes,27
Lender 379,Purchase,320000,660,Texas,Yes,Yes,27
